Tamano,NaivOnArray,NaivLoopUnrollingTwo,NaivLoopUnrollingFour,WinogradOriginal,WinogradScaled,III.3 Sequential Block,III.4 Parallel Block,IV.3 Sequential block,IV.4 Parallel Block,IV.5 Enhanced Parallel Block
4,"(0.0, [[1714428071412, 1309218607375, 1199324669531, 1524482465406], [1083560528872, 975141627334, 793260653310, 939161871206], [1373435746724, 1095885763296, 990322004053, 1326204766774], [1262526093650, 620907488498, 867295688336, 1227824818342]])","(0.0, [[1714428071412, 1309218607375, 1199324669531, 1524482465406], [1083560528872, 975141627334, 793260653310, 939161871206], [1373435746724, 1095885763296, 990322004053, 1326204766774], [1262526093650, 620907488498, 867295688336, 1227824818342]])","(0.0, [[1714428071412, 1309218607375, 1199324669531, 1524482465406], [1083560528872, 975141627334, 793260653310, 939161871206], [1373435746724, 1095885763296, 990322004053, 1326204766774], [1262526093650, 620907488498, 867295688336, 1227824818342]])","(0.0, [[1714428071412, 1309218607375, 1199324669531, 1524482465406], [1083560528872, 975141627334, 793260653310, 939161871206], [1373435746724, 1095885763296, 990322004053, 1326204766774], [1262526093650, 620907488498, 867295688336, 1227824818342]])","(0.0, [[428607017853.0, 327304651843.75, 299831167382.75, 381120616351.5], [270890132218.0, 243785406833.5, 198315163327.5, 234790467801.5], [343358936681.0, 273971440824.0, 247580501013.25, 331551191693.5], [315631523412.5, 155226872124.5, 216823922084.0, 306956204585.5]])","(0.0, [[1714428071412, 1309218607375, 1199324669531, 1524482465406], [1083560528872, 975141627334, 793260653310, 939161871206], [1373435746724, 1095885763296, 990322004053, 1326204766774], [1262526093650, 620907488498, 867295688336, 1227824818342]])","(1.8711423873901367, [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]])","(0.0, [[1714428071412, 1309218607375, 1199324669531, 1524482465406], [1083560528872, 975141627334, 793260653310, 939161871206], [1373435746724, 1095885763296, 990322004053, 1326204766774], [1262526093650, 620907488498, 867295688336, 1227824818342]])","(1.7812228202819824, [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]])","(0.0034928321838378906, [[1714428071412, 1309218607375, 1199324669531, 1524482465406], [1083560528872, 975141627334, 793260653310, 939161871206], [1373435746724, 1095885763296, 990322004053, 1326204766774], [1262526093650, 620907488498, 867295688336, 1227824818342]])"
